CCN,NETWORK,Facility Name,Five Star Date,Five Star,Five Star Data Availability Code,Address Line 1,Address Line 2,City,State,Zip,County,dfc_closed,full_address,latitude,longitude
12636,8,FMC JAGUAR,01/01/2015 - 12/31/2018,3,1,575 STANTON ROAD,UNIT B,MOBILE,AL,36617,MOBILE,open,"575 STANTON ROAD, MOBILE, AL 36617",30.707289,-88.097149
12637,8,DCI HIGHLAND PARK,01/01/2015 - 12/31/2018,3,1,1912 CHERRY STREET,,MONTGOMERY,AL,36107,MONTGOMERY,closed,"1912 CHERRY STREET, MONTGOMERY, AL 36107",32.369708,-86.28237
12638,8,FMC HOOVER,01/01/2015 - 12/31/2018,5,1,2104 LORNA RIDGE LANE,,HOOVER,AL,35216,JEFFERSON,open,"2104 LORNA RIDGE LANE, HOOVER, AL 35216",33.39193,-86.795925
12639,8,FMC MONTEVALLO,01/01/2015 - 12/31/2018,2,1,3883 HIGHWAY 25,,MONTEVALLO,AL,35115,SHELBY,open,"3883 HIGHWAY 25, MONTEVALLO, AL 35115",33.092331,-86.866959
12640,8,PICKENS COUNTY DIALYSIS,01/01/2015 - 12/31/2018,3,1,289 WILLIAM E HILL DRIVE,SUITE A,CARROLLTON,AL,35447,PICKENS,open,"289 WILLIAM E HILL DRIVE, CARROLLTON, AL 35447",33.274396,-88.089773
12641,8,DCI EVERGREEN,01/01/2015 - 12/31/2018,4,1,822 WILD AVENUE,,EVERGREEN,AL,36401,CONECUH,open,"822 WILD AVENUE, EVERGREEN, AL 36401",31.448344,-86.96005
12642,8,DAVITA ENTERPRISE,01/01/2015 - 12/31/2018,4,1,6002 BOLL WEEVIL CIRCLE,,ENTERPRISE,AL,36330,COFFEE,open,"6002 BOLL WEEVIL CIRCLE, ENTERPRISE, AL 36330",31.29087,-85.8479
12643,8,ENDEAVOR DIALYSIS,01/01/2015 - 12/31/2018,5,1,1675 SPARKMAN DRIVE,,HUNTSVILLE,AL,35816,MADISON,open,"1675 SPARKMAN DRIVE, HUNTSVILLE, AL 35816",34.744162,-86.647192
12644,8,JEWEL DIALYSIS,01/01/2015 - 12/31/2018,2,1,514 W. TOWN PLAZA,,BESSEMER,AL,35020,JEFFERSON,open,"514 W. TOWN PLAZA, BESSEMER, AL 35020",33.390393,-86.976398
12645,8,MAGIC CITY DIALYSIS,01/01/2015 - 12/31/2018,3,1,300 22ND ST. S,,BIRMINGHAM,AL,35233,JEFFERSON,open,"300 22ND ST. S, BIRMINGHAM, AL 35233",33.5109,-86.80002
12646,8,STEEL CITY DIALYSIS,01/01/2015 - 12/31/2018,4,1,1809 AVENUE H,,BIRMINGHAM,AL,35218,JEFFERSON,open,"1809 AVENUE H, BIRMINGHAM, AL 35218",33.511634,-86.893262
12647,8,CROWN DIALYSIS,01/01/2015 - 12/31/2018,4,1,3007 27TH STREET NORTH,,BIRMINGHAM,AL,35207,JEFFERSON,open,"3007 27TH STREET NORTH, BIRMINGHAM, AL 35207",33.552955,-86.816528
12648,8,"FRESENIUS KIDNEY CARE GADSDEN ACQ, LLC",01/01/2015 - 12/31/2018,3,1,800 GOODYEAR AVENUE,,GADSDEN,AL,35903,ETOWAH,open,"800 GOODYEAR AVENUE, GADSDEN, AL 35903",34.007696,-85.969818
12649,8,"FRESENIUS KIDNEY CARE UNION SPRINGS, LLC",01/01/2015 - 12/31/2018,2,1,112 W CONECUH AVE,,UNION SPRINGS,AL,36089,BULLOCK,open,"112 W CONECUH AVE, UNION SPRINGS, AL 36089",32.145859,-85.715703
12650,8,RENAL TREATMENT CENTERS SOUTHEAST LP,01/01/2015 - 12/31/2018,3,1,16236 LUCAS FERRY ROAD,,ATHENS,AL,35611,LIMESTONE,open,"16236 LUCAS FERRY ROAD, ATHENS, AL 35611",34.794479,-87.000535
12651,8,FMC FORESTDALE,01/01/2015 - 12/31/2018,3,1,1004 FORESTDALE BLVD,,BIRMINGHAM,AL,35214,JEFFERSON,open,"1004 FORESTDALE BLVD, BIRMINGHAM, AL 35214",33.553761,-86.886927
12652,8,LEEDS DIALYSIS,01/01/2015 - 12/31/2018,5,1,1650 MAXEY DRIVE,,LEEDS,AL,35094,JEFFERSON,open,"1650 MAXEY DRIVE, LEEDS, AL 35094",33.55794,-86.523056
12653,8,"FRESENIUS KIDNEY CARE PHENIX CITY, LLC",01/01/2015 - 12/31/2018,2,1,5009 RIVERCHASE DRIVE,SUITE 300,PHENIX CITY,AL,36867,LEE,open,"5009 RIVERCHASE DRIVE, PHENIX CITY, AL 36867",32.517285,-85.016998
12654,8,BIO-MEDICAL APPLICATIONS OF ALABAMA,01/01/2015 - 12/31/2018,3,1,100 MITYLENE PARK LN,,MONTGOMERY,AL,36117,MONTGOMERY,open,"100 MITYLENE PARK LN, MONTGOMERY, AL 36117",32.380807,-86.176191
12655,8,RENAL TREATMENT CENTERS SOUTHEAST LP,01/01/2015 - 12/31/2018,4,1,757 SOUTH THREE NOTCH STREET,,ANDALUSIA,AL,36420,COVINGTON,closed,"757 SOUTH THREE NOTCH STREET, ANDALUSIA, AL 36420",31.299178,-86.492369
12656,8,DCI MITYLENE PARK,01/01/2015 - 12/31/2018,3,1,29 MITYLENE PARK LANE,,MONTGOMERY,AL,36117,MONTGOMERY,open,"29 MITYLENE PARK LANE, MONTGOMERY, AL 36117",32.381525,-86.175848
12657,8,"FRESENIUS MEDICAL CARE BIRMINGHAM HOME, LLC",01/01/2015 - 12/31/2018,3,1,35 WEST LAKESHORE DRIVE,SUITE 105,BIRMINGHAM,AL,35209,JEFFERSON,open,"35 WEST LAKESHORE DRIVE, BIRMINGHAM, AL 35209",33.450571,-86.812804
12658,8,RENAL TREATMENT CENTERS SOUTHEAST LP,01/01/2015 - 12/31/2018,3,1,40 PURPLE HEART BLVD,,SPRINGVILLE,AL,35146,SAINT CLAIR,closed,"40 PURPLE HEART BLVD, SPRINGVILLE, AL 35146",33.769444,-86.466709
12659,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",01/01/2015 - 12/31/2018,3,1,9540 PARKWAY E,,BIRMINGHAM,AL,35215,JEFFERSON,open,"9540 PARKWAY E, BIRMINGHAM, AL 35215",33.59695,-86.694571
12660,8,"FRESENIUS KIDNEY CARE ATTALLA, LLC",01/01/2015 - 12/31/2018,5,1,801 GILBERT FERRY RD SE,,ATTALLA,AL,35954,ETOWAH,open,"801 GILBERT FERRY RD SE, ATTALLA, AL 35954",33.996407,-86.096614
12661,8,"RTC-SOUTHEAST, LP",01/01/2015 - 12/31/2018,3,1,300 MEDICAL CENTER DRIVE,SUITE 100,GADSDEN,AL,35903,ETOWAH,closed,"300 MEDICAL CENTER DRIVE, GADSDEN, AL 35903",34.007033,-85.964597
12662,8,FRESENIUS MEDICAL CARE,01/01/2015 - 12/31/2018,Not Available,260,114 MITYLENE PARK LANE,,MONTGOMERY,AL,36117,MONTGOMERY,open,"114 MITYLENE PARK LANE, MONTGOMERY, AL 36117",32.380728,-86.175571
12663,8,RENAL TREATMENT CENTERS SOUTHEAST LP,01/01/2015 - 12/31/2018,5,1,611 EAST LAFAYETTE STREET,,MARION,AL,36756,PERRY,open,"611 EAST LAFAYETTE STREET, MARION, AL 36756",32.631676,-87.30523
12664,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",01/01/2015 - 12/31/2018,4,1,12401 SKOPELOS RD,,GRAND BAY,AL,36541,MOBILE,open,"12401 SKOPELOS RD, GRAND BAY, AL 36541",30.498341,-88.336213
12665,8,"RENAL TREATMENT CENTERS SOUTHEAST, LP",01/01/2015 - 12/31/2018,5,1,1023 DOUGLAS AVENUE,SUITE 300,BREWTON,AL,36426,ESCAMBIA,open,"1023 DOUGLAS AVENUE, BREWTON, AL 36426",31.121878,-87.069265
12666,8,"RTC-SOUTHEAST, LP",01/01/2015 - 12/31/2018,3,1,1612 NOBLE STREET,,ANNISTON,AL,36201,CALHOUN,open,"1612 NOBLE STREET, ANNISTON, AL 36201",33.665492,-85.830261
12667,8,"BIO MEDICAL APPLICATIONS OF ALABAMA, INC.",01/01/2015 - 12/31/2018,Not Available,260,917 B PLANTATION BLVD,,FAIRHOPE,AL,36532,BALDWIN,open,"917 B PLANTATION BLVD, FAIRHOPE, AL 36532",30.526119,-87.883367
12668,8,"BAGBY DIALYSIS, LLC",01/01/2015 - 12/31/2018,3,1,671 OZARK ROAD,,ABBEVILLE,AL,36310,HENRY,closed,"671 OZARK ROAD, ABBEVILLE, AL 36310",31.550088,-85.283671
12669,8,"FARRAGUT DIALYSIS, INC",01/01/2015 - 12/31/2018,3,1,2958 DORCHESTER DRIVE,,MONTGOMERY,AL,36116,MONTGOMERY,open,"2958 DORCHESTER DRIVE, MONTGOMERY, AL 36116",32.32571,-86.260692
12670,8,DVA RENAL HEALTHCARE INC,01/01/2015 - 12/31/2018,3,1,300-B 22ND STREET SOUTH,,BIRMINGHAM,AL,35233,JEFFERSON,open,"300-B 22ND STREET SOUTH, BIRMINGHAM, AL 35233",33.503019,-86.792892
12671,8,"FRESENIUS MEDICAL CARE HUNTSVILLE HOME, LLC",01/01/2015 - 12/31/2018,5,1,2325 PANSY STREET,,HUNTSVILLE,AL,35801,MADISON,open,"2325 PANSY STREET, HUNTSVILLE, AL 35801",34.714519,-86.577151
12672,8,"FRESENIUS MEDICAL CARE WEST MADISON, LLC",01/01/2015 - 12/31/2018,3,1,29569 HUNTSVILLE BROWNS FERRY RD,,MADISON,AL,35756,LIMESTONE,open,"29569 HUNTSVILLE BROWNS FERRY RD, MADISON, AL 35756",34.72956,-86.79552
12673,8,CURECANTI DIALYSIS LLC,01/01/2015 - 12/31/2018,Not Available,260,1763 E MAIN STREET,,DOTHAN,AL,36301,HOUSTON,open,"1763 E MAIN STREET, DOTHAN, AL 36301",31.21917,-85.365125
12674,8,"BIO MEDICAL APPLICATIONS OF ALABAMA, INC",01/01/2015 - 12/31/2018,5,1,700 SARA G LOTT BLVD,,BRUNDIDGE,AL,36010,PIKE,closed,"700 SARA G LOTT BLVD, BRUNDIDGE, AL 36010",31.72104,-85.83236
12676,8,"RENAL TREATMENT CENTERS SOUTHEAST, LP",01/01/2015 - 12/31/2018,3,1,"5406 HIGHWAY 280, SUITE D107",,BIRMINGHAM,AL,35242,SHELBY,open,"5406 HIGHWAY 280, SUITE D107, BIRMINGHAM, AL 35242",33.41748,-86.67088
12677,8,"DIALYSIS CLINIC, INC",01/01/2015 - 12/31/2018,5,1,100 W LAKE PROFESSIONAL PARK,SUITE 7,GENEVA,AL,36340,GENEVA,closed,"100 W LAKE PROFESSIONAL PARK, GENEVA, AL 36340",31.046543,-85.895868
12678,8,"FRESENIUS MEDICAL CARE MCCALLA, LLC",01/01/2015 - 12/31/2018,3,1,4748 BELL HILL ROAD,,BESSEMER,AL,35022,JEFFERSON,open,"4748 BELL HILL ROAD, BESSEMER, AL 35022",33.32932,-86.99542
12679,8,"RENAL TREATMENT CENTERS SOUTHEAST, LP",01/01/2015 - 12/31/2018,5,1,"505 HIGHWAY 80 W, SUITE F",,DEMOPOLIS,AL,36732,MARENGO,open,"505 HIGHWAY 80 W, SUITE F, DEMOPOLIS, AL 36732",32.498701,-87.842384
12680,8,BIO-MEDICAL APPLICATIONS OF ALABAMA,01/01/2015 - 12/31/2018,4,1,1012 FRIENDSHIP ROAD,,TALLASSEE,AL,36078,ELMORE,open,"1012 FRIENDSHIP ROAD, TALLASSEE, AL 36078",32.536227,-85.915424
12681,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC",01/01/2015 - 12/31/2018,3,1,11839 HIGHWAY 231-431 NORTH,,MERIDIANVILLE,AL,35759,MADISON,open,"11839 HIGHWAY 231-431 NORTH, MERIDIANVILLE, AL 35759",34.858352,-86.572052
12682,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",01/01/2015 - 12/31/2018,2,1,"2017 QUINTARD AVE, SUITE B",,ANNISTON,AL,36201,CALHOUN,closed,"2017 QUINTARD AVE, SUITE B, ANNISTON, AL 36201",33.671058,-85.826381
12684,8,"FRESENIUS MEDICAL CARE ALBERTVILLE, LLC",01/01/2015 - 12/31/2018,3,1,173 BUSINESS PARK DR,,ALBERTVILLE,AL,35951,MARSHALL,open,"173 BUSINESS PARK DR, ALBERTVILLE, AL 35951",34.2765,-86.201088
12685,8,"SPREWELL DIALYSIS, LLC",01/01/2015 - 12/31/2018,Not Available,260,1724 LEIGHTON AVE,,ANNISTON,AL,36207,CALHOUN,open,"1724 LEIGHTON AVE, ANNISTON, AL 36207",33.66731,-85.82535
12686,8,"FRESENIUS MEDICAL CARE ANNISTON HOME, LLC",01/01/2015 - 12/31/2018,Not Available,260,"2017 QUINTARD AVENUE, SUITE A",,ANNISTON,AL,36201,CALHOUN,open,"2017 QUINTARD AVENUE, SUITE A, ANNISTON, AL 36201",33.671058,-85.826381
12687,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC",01/01/2015 - 12/31/2018,3,1,"2024 4TH AVE SOUTH, SUITE 100",,BIRMINGHAM,AL,35233,JEFFERSON,open,"2024 4TH AVE SOUTH, SUITE 100, BIRMINGHAM, AL 35233",33.509671,-86.801661
12688,8,"FRESENIUS MEDICAL CARE TRUSSVILLE, LLC",01/01/2015 - 12/31/2018,2,1,3671 ROOSEVELT BLVD,,BIRMINGHAM,AL,35235,JEFFERSON,open,"3671 ROOSEVELT BLVD, BIRMINGHAM, AL 35235",33.609604,-86.635336
12690,8,BIO MEDICAL APPLICATIONS OF ALABAMA INC,01/01/2015 - 12/31/2018,5,1,118 OBRANNAN PARK DRIVE,,DOTHAN,AL,36303,HOUSTON,closed,"118 OBRANNAN PARK DRIVE, DOTHAN, AL 36303",31.24499,-85.456607
12692,8,BIO MEDICAL APPLICATIONS OF ALABAMA INC,01/01/2015 - 12/31/2018,3,1,2834 SPRING AVENUE SW,,DECATUR,AL,35603,MORGAN,open,"2834 SPRING AVENUE SW, DECATUR, AL 35603",34.553893,-86.99966
12693,8,"RENAL TREATMENT CENTERS SOUTHEAST, LP",01/01/2015 - 12/31/2018,5,1,218 MAIN STREET,SUITE 114 & 118,TRUSSVILLE,AL,35173,JEFFERSON,open,"218 MAIN STREET, TRUSSVILLE, AL 35173",33.619738,-86.609362
12694,8,RENAL TREATMENT CENTERS SOUTHEAST LP,01/01/2015 - 12/31/2018,5,1,1830 LEE AVE SW,SUITE B-D,CULLMAN,AL,35055,CULLMAN,closed,"1830 LEE AVE SW, CULLMAN, AL 35055",34.15495,-86.8413
12695,8,BIO MEDICAL APPLICATIONS OF ALABAMA,01/01/2015 - 12/31/2018,3,1,8000 CHARLOTTE DRIVE SW,,HUNTSVILLE,AL,35802,MADISON,open,"8000 CHARLOTTE DRIVE SW, HUNTSVILLE, AL 35802",34.661333,-86.56908
12696,8,BIO-MEDICAL APPLICATIONS OF ALABAMA,01/01/2015 - 12/31/2018,5,1,107 SARALAND LOOP,,SARALAND,AL,36571,MOBILE,open,"107 SARALAND LOOP, SARALAND, AL 36571",30.824222,-88.07274
12697,8,RENAL TREATMENT CENTERS SOUTHEAST LP,01/01/2015 - 12/31/2018,5,1,"1218 S EULAULA AVE, SUITE 1234",,EUFAULA,AL,36027,BARBOUR,open,"1218 S EULAULA AVE, SUITE 1234, EUFAULA, AL 36027",31.877164,-85.152783
12698,8,PHYSICIANS CHOICE DIALYSIS OF LUVERNE,01/01/2015 - 12/31/2018,Not Available,260,1014 S FOREST AVENUE,,LUVERNE,AL,36049,CRENSHAW,closed,"1014 S FOREST AVENUE, LUVERNE, AL 36049",31.701429,-86.265871
12699,8,"DIALYSIS SERVICES OF DECATUR, LLC",01/01/2015 - 12/31/2018,5,1,2705 HIGHWAY 31 SOUTH,,DECATUR,AL,35603,MORGAN,open,"2705 HIGHWAY 31 SOUTH, DECATUR, AL 35603",34.55565,-86.97511
12700,8,DAVITA CRIMSON DIALYSIS,01/01/2015 - 12/31/2018,3,1,6521 HWY 69 S,STE O,TUSCALOOSA,AL,35404,TUSCALOOSA,open,"6521 HWY 69 S, TUSCALOOSA, AL 35404",33.14871,-87.543754
12701,8,DAVITA MAJESTIC DIALYSIS,01/01/2015 - 12/31/2018,5,1,1510 EASTERN BOULEVARD,,MONTGOMERY,AL,36117,MONTGOMERY,open,"1510 EASTERN BOULEVARD, MONTGOMERY, AL 36117",32.35727,-86.21751
12702,8,"CHEROKEE COMMUNITY DIALYSIS, LLC",01/01/2015 - 12/31/2018,5,1,485 NORTHWOOD DRIVE,,CENTRE,AL,35960,CHEROKEE,open,"485 NORTHWOOD DRIVE, CENTRE, AL 35960",34.16319,-85.64854
12703,8,"DIALYSIS CLINIC, INC.",01/01/2015 - 12/31/2018,Not Available,260,208 BROADWAY DR SW,,CULLMAN,AL,35055,CULLMAN,open,"208 BROADWAY DR SW, CULLMAN, AL 35055",34.153628,-86.836101
12704,8,PRATTVILLE COMMUNITY DIALYSIS LLC,01/01/2015 - 12/31/2018,Not Available,258,1815 GLYNWOOD DRIVE,,PRATTVILLE,AL,36066,AUTAUGA,open,"1815 GLYNWOOD DRIVE, PRATTVILLE, AL 36066",32.461724,-86.422054
12705,8,"FRESENIUS MEDICAL CARE COOSA RIVER, LLC",01/01/2015 - 12/31/2018,Not Available,258,708 S 4TH ST,,GADSDEN,AL,35901,ETOWAH,closed,"708 S 4TH ST, GADSDEN, AL 35901",34.003192,-86.005106
12706,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",01/01/2015 - 12/31/2018,Not Available,258,105 INVERNESS CORS,,BIRMINGHAM,AL,35242,SHELBY,open,"105 INVERNESS CORS, BIRMINGHAM, AL 35242",33.418317,-86.69214
12707,8,"SAPPHIRE COMMUNITY DIALYSIS, LLC",01/01/2015 - 12/31/2018,Not Available,258,8149 DECKER LN,,MONTGOMERY,AL,36117,MONTGOMERY,open,"8149 DECKER LN, MONTGOMERY, AL 36117",32.377432,-86.155241
12708,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",01/01/2015 - 12/31/2018,Not Available,258,1850 PARKLAND DR NE,,CULLMAN,AL,35058,CULLMAN,open,"1850 PARKLAND DR NE, CULLMAN, AL 35058",34.201275,-86.801199
22500,16,FMC ANCHORAGE,01/01/2015 - 12/31/2018,4,1,3950 LAUREL STREET,,ANCHORAGE,AK,99508,ANCHORAGE,open,"3950 LAUREL STREET, ANCHORAGE, AK 99508",61.18494,-149.834845
22502,16,FMC FAIRBANKS,01/01/2015 - 12/31/2018,5,1,1863 AIRPORT WAY,,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,open,"1863 AIRPORT WAY, FAIRBANKS, AK 99701",64.83496,-147.75647
22503,16,FMC WASILLA,01/01/2015 - 12/31/2018,4,1,3787 E MERIDIAN LOOP,,WASILLA,AK,99654,MATANUSKA-SUSITNA,open,"3787 E MERIDIAN LOOP, WASILLA, AK 99654",61.588901,-149.355661
22504,16,REIFENSTEIN DIALYSIS CENTER,01/01/2015 - 12/31/2018,5,1,9109 MENDENHALL MALL RD SUITE #6,,JUNEAU,AK,99801,JUNEAU,open,"9109 MENDENHALL MALL RD SUITE #6, JUNEAU, AK 99801",58.371449,-134.591663
22506,16,LIBERTY DIALYSIS - ALASKA LLC,01/01/2015 - 12/31/2018,5,1,901 EAST DIMOND BOULEVARD SUITE G,,ANCHORAGE,AK,99515,ANCHORAGE,open,"901 EAST DIMOND BOULEVARD SUITE G, ANCHORAGE, AK 99515",61.145725,-149.865995
22507,16,FMC COOK INLET,01/01/2015 - 12/31/2018,5,1,9085 BLACKBERRY ST,,ANCHORAGE,AK,99502,ANCHORAGE,closed,"9085 BLACKBERRY ST, ANCHORAGE, AK 99502",61.138458,-149.943391
22508,16,FMC SOLDOTNA,01/01/2015 - 12/31/2018,5,1,289 N FIREWOOD LANE STE A,,SOLDOTNA,AK,99669,KENAI PENINSULA,open,"289 N FIREWOOD LANE STE A, SOLDOTNA, AK 99669",60.487234,-151.059307
22509,16,DENALI DIALYSIS CENTER,01/01/2015 - 12/31/2018,5,1,360 BONIFACE PKWY SUITE A11,,ANCHORAGE,AK,99504,ANCHORAGE,open,"360 BONIFACE PKWY SUITE A11, ANCHORAGE, AK 99504",61.220939,-149.779231
22510,16,TUDOR DIALYSIS,01/01/2015 - 12/31/2018,3,1,2735 E TUDOR RD,,ANCHORAGE,AK,99507,ANCHORAGE,open,"2735 E TUDOR RD, ANCHORAGE, AK 99507",61.18136,-149.82954
32302,15,MARICOPA MEDICAL CTR - DIALYSIS,01/01/2015 - 12/31/2018,3,1,2525 E ROOSEVELT ST,,PHOENIX,AZ,85008,MARICOPA,open,"2525 E ROOSEVELT ST, PHOENIX, AZ 85008",33.457703,-112.028284
32314,15,PHOENIX CHILDRENS HOSPITAL- DIALYSIS CENTER,01/01/2015 - 12/31/2018,Not Available,260,1920 E CAMBRIDGE RD STE 102,,PHOENIX,AZ,85016,MARICOPA,open,"1920 E CAMBRIDGE RD STE 102, PHOENIX, AZ 85016",33.509247,-112.030146
32315,15,GILA RIVER DIALYSIS EAST,01/01/2015 - 12/31/2018,5,1,565 W SEED FARM RD,,SACATON,AZ,85247,PINAL,open,"565 W SEED FARM RD, SACATON, AZ 85247",33.074128,-111.759387
32316,15,BANNER UNIVERSITY MEDICAL CENTER PEDIATRIC OUTPATIENT DIALYSIS UNIT,01/01/2015 - 12/31/2018,Not Available,260,PO BOX 245148,,TUCSON,AZ,85724,PIMA,open,"PO BOX 245148, TUCSON, AZ 85724",32.740818,-114.481089
32500,15,TUCSON WEST DIALYSIS (DVA),01/01/2015 - 12/31/2018,3,1,1780 W ANKLAM RD,,TUCSON,AZ,85745,PIMA,open,"1780 W ANKLAM RD, TUCSON, AZ 85745",32.22631,-111.004202
32501,15,TUCSON EAST DIALYSIS (DVA),01/01/2015 - 12/31/2018,3,1,6420 E BROADWAY BLVD STE C300,,TUCSON,AZ,85710,PIMA,open,"6420 E BROADWAY BLVD STE C300, TUCSON, AZ 85710",32.219225,-110.85536
32502,15,YUMA DIALYSIS (DVA),01/01/2015 - 12/31/2018,3,1,2130 W 24TH ST,,YUMA,AZ,85364,YUMA,open,"2130 W 24TH ST, YUMA, AZ 85364",32.685429,-114.645594
32503,15,PHOENIX ARTIFICIAL KIDNEY CENTER (FMC),01/01/2015 - 12/31/2018,4,1,13090 N 94TH DR STE 100,,PEORIA,AZ,85381,MARICOPA,open,"13090 N 94TH DR STE 100, PEORIA, AZ 85381",33.60228,-112.263335
32506,15,TUBA CITY DIALYSIS UNIT (DVA),01/01/2015 - 12/31/2018,5,1,500 EDGEWATER DRIVE,PO BOX 2910,TUBA CITY,AZ,86045,COCONINO,open,"500 EDGEWATER DRIVE, TUBA CITY, AZ 86045",36.129767,-111.235029
32508,15,SOUTH PHOENIX DIALYSIS SERVICES (FMC),01/01/2015 - 12/31/2018,3,1,1021 S 7TH AVE STE 108,,PHOENIX,AZ,85007,MARICOPA,open,"1021 S 7TH AVE STE 108, PHOENIX, AZ 85007",33.437315,-112.082044
32509,15,EAST VALLEY DIALYSIS (FMC),01/01/2015 - 12/31/2018,3,1,135 S POWER RD STE 103,,MESA,AZ,85206,MARICOPA,open,"135 S POWER RD STE 103, MESA, AZ 85206",33.412945,-111.682987
32513,15,SELLS DIALYSIS (DVA),01/01/2015 - 12/31/2018,5,1,HWY 86 - MP 113,,SELLS,AZ,85634,PIMA,open,"HWY 86 - MP 113, SELLS, AZ 85634",32.036471,-111.535378
32514,15,DESERT DIALYSIS CENTER (DCI),01/01/2015 - 12/31/2018,3,1,2022 E PRINCE RD,,TUCSON,AZ,85719,PIMA,open,"2022 E PRINCE RD, TUCSON, AZ 85719",32.27157,-110.940924
32516,15,CHANDLER DIALYSIS (FMC),01/01/2015 - 12/31/2018,4,1,912 W CHANDLER BLVD BLDG A-D,,CHANDLER,AZ,85225,MARICOPA,open,"912 W CHANDLER BLVD BLDG A-D, CHANDLER, AZ 85225",33.307475,-111.857816
32517,15,CENTRAL PHX DIALYSIS (FMC),01/01/2015 - 12/31/2018,3,1,3421 N 7TH AVE,,PHOENIX,AZ,85013,MARICOPA,open,"3421 N 7TH AVE, PHOENIX, AZ 85013",33.488802,-112.082476
32518,15,FOUR CORNERS DIALYSIS CLINIC CHINLE (DVA),01/01/2015 - 12/31/2018,4,1,US HWY 191,,CHINLE,AZ,86503,APACHE,open,"US HWY 191, CHINLE, AZ 86503",36.164186,-109.584574
32520,15,SIERRA VISTA DIALYSIS (DVA),01/01/2015 - 12/31/2018,3,1,629 N HIGHWAY 90 STE 6 & 7,,SIERRA VISTA,AZ,85635,COCHISE,open,"629 N HIGHWAY 90 STE 6 & 7, SIERRA VISTA, AZ 85635",31.561095,-110.254113
32521,15,DIALYSIS CENTER OF GLENDALE (FMC),01/01/2015 - 12/31/2018,4,1,5957 W NORTHERN AVE STE 108,,GLENDALE,AZ,85301,MARICOPA,open,"5957 W NORTHERN AVE STE 108, GLENDALE, AZ 85301",33.552667,-112.189711
32522,15,PARKER DIALYSIS CENTER (FMC),01/01/2015 - 12/31/2018,5,1,AGENCY ROAD BLDG 173,RURAL RT 1/AGENCY ROAD,PARKER,AZ,85344,LA PAZ,open,"AGENCY ROAD BLDG 173, PARKER, AZ 85344",34.147618,-114.295639
32523,15,PRESCOTT DIALYSIS (DVA),01/01/2015 - 12/31/2018,3,1,980 WILLOW CREEK RD STE 101,,PRESCOTT,AZ,86301,YAVAPAI,open,"980 WILLOW CREEK RD STE 101, PRESCOTT, AZ 86301",34.559363,-112.482646
32524,15,FLAGSTAFF DIALYSIS CENTER (FMC),01/01/2015 - 12/31/2018,4,1,5200 E CORTLAND BLVD STE A1-A4,,FLAGSTAFF,AZ,86004,COCONINO,open,"5200 E CORTLAND BLVD STE A1-A4, FLAGSTAFF, AZ 86004",35.213126,-111.57711
32525,15,DESERT MOUNTAIN DIALYSIS (DVA),01/01/2015 - 12/31/2018,3,1,9220 E MOUNTAIN VIEW RD STE 105,,SCOTTSDALE,AZ,85258,MARICOPA,open,"9220 E MOUNTAIN VIEW RD STE 105, SCOTTSDALE, AZ 85258",33.576505,-111.879911
32526,15,SOUTHWEST MESA DIALYSIS (DSI),01/01/2015 - 12/31/2018,5,1,1457 W SOUTHERN AVE STE 19,,MESA,AZ,85202,MARICOPA,open,"1457 W SOUTHERN AVE STE 19, MESA, AZ 85202",33.392563,-111.862349
32528,15,THUNDERBIRD DIALYSIS (FMC),01/01/2015 - 12/31/2018,5,1,5750 W THUNDERBIRD RD BLDG G #750,,GLENDALE,AZ,85306,MARICOPA,open,"5750 W THUNDERBIRD RD BLDG G #750, GLENDALE, AZ 85306",33.612693,-112.181416
32530,15,DESERT VALLEY DIALYSIS (FMC),01/01/2015 - 12/31/2018,3,1,3815 E. BELL ROAD STE. 1100,,PHOENIX,AZ,85032,MARICOPA,open,"3815 E. BELL ROAD STE. 1100, PHOENIX, AZ 85032",33.638596,-111.998985
32533,15,GLOBE DIALYSIS (FMC),01/01/2015 - 12/31/2018,5,1,2250 HIGHWAY 60 STE O-2,,MIAMI,AZ,85539,GILA,open,"2250 HIGHWAY 60 STE O-2, MIAMI, AZ 85539",33.415873,-110.826403
32535,15,HOME DIALYSIS OF MESA (FMC),01/01/2015 - 12/31/2018,2,1,1337 S GILBERT RD STE 106,,MESA,AZ,85204,MARICOPA,closed,"1337 S GILBERT RD STE 106, MESA, AZ 85204",33.39091,-111.78699
32536,15,WINSLOW DIALYSIS CENTER (FMC),01/01/2015 - 12/31/2018,5,1,721 MIKE'S PIKE STREET,,WINSLOW,AZ,86047,NAVAJO,open,"721 MIKE'S PIKE STREET, WINSLOW, AZ 86047",35.040308,-110.701555
