CCN,Network,Facility Name,Five Star Date,Five Star,Five Star Data Availability Code,Address Line 1,Address Line 2,City,State,Zip,County/Parish,dfc_new,full_address,latitude,longitude
12648,8,FKC Gadsden,01Jan2020-31Dec2023,2.0,1,800 GOODYEAR AVENUE,,GADSDEN,AL,35903,Etowah,existing,"800 GOODYEAR AVENUE, GADSDEN, AL 35903",34.007696,-85.969818
12649,8,FKC Union Springs,01Jan2020-31Dec2023,3.0,1,112 W CONECUH AVE,,UNION SPRINGS,AL,36089,Bullock,existing,"112 W CONECUH AVE, UNION SPRINGS, AL 36089",32.145859,-85.715703
12650,8,DaVita Limestone County Dialysis,01Jan2020-31Dec2023,3.0,1,16236 LUCAS FERRY ROAD,,ATHENS,AL,35611,Limestone,existing,"16236 LUCAS FERRY ROAD, ATHENS, AL 35611",34.794479,-87.000535
12651,8,FMC FORESTDALE,01Jan2020-31Dec2023,3.0,1,1004 FORESTDALE BLVD,,BIRMINGHAM,AL,35214,Jefferson,existing,"1004 FORESTDALE BLVD, BIRMINGHAM, AL 35214",33.553761,-86.886927
12652,8,DaVita Leeds Dialysis,01Jan2020-31Dec2023,2.0,1,1650 MAXEY DRIVE,,LEEDS,AL,35094,Jefferson,existing,"1650 MAXEY DRIVE, LEEDS, AL 35094",33.55794,-86.523056
12653,8,FRESENIUS KIDNEY CARE PHENIX CITY,01Jan2020-31Dec2023,2.0,1,5009 RIVERCHASE DR STE 300,,PHENIX CITY,AL,36867,Russell,existing,"5009 RIVERCHASE DR STE 300, PHENIX CITY, AL 36867",32.517285,-85.016998
12654,8,FMC OF TAYLOR ROAD,01Jan2020-31Dec2023,3.0,1,100 MITYLENE PARK LN,,MONTGOMERY,AL,36117,Montgomery,existing,"100 MITYLENE PARK LN, MONTGOMERY, AL 36117",32.380807,-86.176191
12656,8,DCI MITYLENE PARK,01Jan2020-31Dec2023,2.0,1,29 MITYLENE PARK LANE,,MONTGOMERY,AL,36117,Montgomery,existing,"29 MITYLENE PARK LANE, MONTGOMERY, AL 36117",32.381525,-86.175848
12657,8,FMC BIRMINGHAM HOME,01Jan2020-31Dec2023,5.0,1,35 WEST LAKESHORE DRIVE,SUITE 105,BIRMINGHAM,AL,35209,Jefferson,existing,"35 WEST LAKESHORE DRIVE, BIRMINGHAM, AL 35209",33.450571,-86.812804
12659,8,FMC OF EAST JEFFERSON,01Jan2020-31Dec2023,2.0,1,9540 PARKWAY E,,BIRMINGHAM,AL,35215,Jefferson,existing,"9540 PARKWAY E, BIRMINGHAM, AL 35215",33.59695,-86.694571
12660,8,FKC Attalla,01Jan2020-31Dec2023,3.0,1,801 GILBERT FERRY RD SE,,ATTALLA,AL,35954,Etowah,existing,"801 GILBERT FERRY RD SE, ATTALLA, AL 35954",33.996407,-86.096614
12662,8,FMC MONTGOMERY HOME SERVICES,01Jan2020-31Dec2023,5.0,1,114 MITYLENE PARK LANE,,MONTGOMERY,AL,36117,Montgomery,existing,"114 MITYLENE PARK LANE, MONTGOMERY, AL 36117",32.380728,-86.175571
12663,8,DaVita Perry County Dialysis,01Jan2020-31Dec2023,4.0,1,611 EAST LAFAYETTE STREET,,MARION,AL,36756,Perry,existing,"611 EAST LAFAYETTE STREET, MARION, AL 36756",32.631676,-87.30523
12664,8,FMC SOUTH MOBILE,01Jan2020-31Dec2023,3.0,1,12401 SKOPELOS RD,,GRAND BAY,AL,36541,Mobile,existing,"12401 SKOPELOS RD, GRAND BAY, AL 36541",30.498341,-88.336213
12665,8,DaVita Brewton Dialysis,01Jan2020-31Dec2023,3.0,1,1023 DOUGLAS AVENUE,SUITE 300,BREWTON,AL,36426,Escambia,existing,"1023 DOUGLAS AVENUE, BREWTON, AL 36426",31.121878,-87.069265
12666,8,DaVita Anniston Dialysis,01Jan2020-31Dec2023,2.0,1,1612 NOBLE STREET,,ANNISTON,AL,36201,Calhoun,existing,"1612 NOBLE STREET, ANNISTON, AL 36201",33.665492,-85.830261
12667,8,FMC HOME THERAPY SERVICES OF BALDWIN COUNTY,01Jan2020-31Dec2023,4.0,1,917 B PLANTATION BLVD,,FAIRHOPE,AL,36532,Baldwin,existing,"917 B PLANTATION BLVD, FAIRHOPE, AL 36532",30.526119,-87.883367
12669,8,DaVita Monarch Dialysis,01Jan2020-31Dec2023,2.0,1,2958 DORCHESTER DRIVE,,MONTGOMERY,AL,36116,Montgomery,existing,"2958 DORCHESTER DRIVE, MONTGOMERY, AL 36116",32.32571,-86.260692
12670,8,DaVita Red Mountain HT at Home,01Jan2020-31Dec2023,3.0,1,300-B 22nd Street South,,BIRMINGHAM,AL,35233,Jefferson,existing,"300-B 22nd Street South, BIRMINGHAM, AL 35233",33.503019,-86.792892
12671,8,FMC Huntsville Home,01Jan2020-31Dec2023,4.0,1,2325 Pansy Street,,HUNTSVILLE,AL,35801,Madison,existing,"2325 Pansy Street, HUNTSVILLE, AL 35801",34.714519,-86.577151
12672,8,FMC West Madison,01Jan2020-31Dec2023,3.0,1,29569 Huntsville Browns Ferry Rd,,MADISON,AL,35756,Limestone,existing,"29569 Huntsville Browns Ferry Rd, MADISON, AL 35756",34.72956,-86.79552
12673,8,DaVita Home Options of Dothan (PD),01Jan2020-31Dec2023,,260,1763 E Main Street,,DOTHAN,AL,36301,Houston,existing,"1763 E Main Street, DOTHAN, AL 36301",31.21917,-85.365125
12676,8,DaVita Greystone Dialysis,01Jan2020-31Dec2023,3.0,1,"5406 Highway 280, Suite D107",,BIRMINGHAM,AL,35242,Shelby,existing,"5406 Highway 280, Suite D107, BIRMINGHAM, AL 35242",33.41748,-86.67088
12678,8,FMC McCalla,01Jan2020-31Dec2023,3.0,1,4748 Bell Hill Road,,BESSEMER,AL,35022,Jefferson,existing,"4748 Bell Hill Road, BESSEMER, AL 35022",33.32932,-86.99542
12679,8,DaVita White Bluff Dialysis,01Jan2020-31Dec2023,3.0,1,"505 US Highway 80 W, Suite F",,DEMOPOLIS,AL,36732,Marengo,existing,"505 US Highway 80 W, Suite F, DEMOPOLIS, AL 36732",32.498701,-87.842384
12680,8,FMC TALLASSEE,01Jan2020-31Dec2023,3.0,1,1012 FRIENDSHIP ROAD,,TALLASSEE,AL,36078,Elmore,existing,"1012 FRIENDSHIP ROAD, TALLASSEE, AL 36078",32.536227,-85.915424
12681,8,FMC Tranquility,01Jan2020-31Dec2023,3.0,1,11839 Highway 231-431 North,,MERIDIANVILLE,AL,35759,Madison,existing,"11839 Highway 231-431 North, MERIDIANVILLE, AL 35759",34.858352,-86.572052
12684,8,FMC Albertville,01Jan2020-31Dec2023,2.0,1,173 BUSINESS PARK DR,,ALBERTVILLE,AL,35951,Marshall,existing,"173 BUSINESS PARK DR, ALBERTVILLE, AL 35951",34.2765,-86.201088
12685,8,DaVita Model City HT at Home Dialysis,01Jan2020-31Dec2023,,260,1724 LEIGHTON AVE,,ANNISTON,AL,36207,Calhoun,existing,"1724 LEIGHTON AVE, ANNISTON, AL 36207",33.66731,-85.82535
12686,8,FMC Anniston Home Therapy,01Jan2020-31Dec2023,1.0,1,"2017 Quintard Avenue, Suite A",,ANNISTON,AL,36201,Calhoun,existing,"2017 Quintard Avenue, Suite A, ANNISTON, AL 36201",33.671058,-85.826381
12687,8,FMC BIRMINGHAM METRO,01Jan2020-31Dec2023,3.0,1,"2024 4th AVE SOUTH, SUITE 100",,BIRMINGHAM,AL,35233,Jefferson,existing,"2024 4th AVE SOUTH, SUITE 100, BIRMINGHAM, AL 35233",33.509671,-86.801661
12688,8,FMC TRUSSVILLE,01Jan2020-31Dec2023,4.0,1,3671 ROOSEVELT BLVD,,BIRMINGHAM,AL,35235,Jefferson,existing,"3671 ROOSEVELT BLVD, BIRMINGHAM, AL 35235",33.609604,-86.635336
12692,8,FRESENIUS MEDICAL CARE DECATUR,01Jan2020-31Dec2023,3.0,1,2834 SPRING AVENUE SW,,DECATUR,AL,35603,Morgan,existing,"2834 SPRING AVENUE SW, DECATUR, AL 35603",34.553893,-86.99966
12693,8,DaVita Springs Dialysis,01Jan2020-31Dec2023,2.0,1,218 MAIN STREET,SUITE 114 & 118,TRUSSVILLE,AL,35173,Jefferson,existing,"218 MAIN STREET, TRUSSVILLE, AL 35173",33.619738,-86.609362
12695,8,FMC ROCKET CITY,01Jan2020-31Dec2023,2.0,1,8000 CHARLOTTE DRIVE SW,,HUNTSVILLE,AL,35802,Madison,existing,"8000 CHARLOTTE DRIVE SW, HUNTSVILLE, AL 35802",34.661333,-86.56908
12696,8,FRESENIUS KIDNEY CARE SARALAND,01Jan2020-31Dec2023,3.0,1,107 SARALAND LOOP,,SARALAND,AL,36571,Mobile,existing,"107 SARALAND LOOP, SARALAND, AL 36571",30.824222,-88.07274
12697,8,DaVita Barbour County Dialysis,01Jan2020-31Dec2023,3.0,1,1218 S EUFAULA AVE,,EUFAULA,AL,36027,Barbour,existing,"1218 S EUFAULA AVE, EUFAULA, AL 36027",31.877164,-85.152783
12699,8,"Dialysis Services of Decatur, LLC",01Jan2020-31Dec2023,2.0,1,2705 Highway 31 South,,DECATUR,AL,35603,Morgan,existing,"2705 Highway 31 South, DECATUR, AL 35603",34.55565,-86.97511
12700,8,DaVita Crimson Dialysis,01Jan2020-31Dec2023,1.0,1,6521 Hwy 69 S,Ste O,TUSCALOOSA,AL,35405,Tuscaloosa,existing,"6521 Hwy 69 S, TUSCALOOSA, AL 35405",33.14871,-87.543754
12701,8,DaVita Majestic Dialysis,01Jan2020-31Dec2023,2.0,1,1510 Eastern Boulevard,,MONTGOMERY,AL,36117,Montgomery,existing,"1510 Eastern Boulevard, MONTGOMERY, AL 36117",32.35727,-86.21751
12702,8,Cherokee Community Dialysis,01Jan2020-31Dec2023,1.0,1,485 Northwood Drive,,CENTRE,AL,35960,Cherokee,existing,"485 Northwood Drive, CENTRE, AL 35960",34.16319,-85.64854
12703,8,DCI South Cullman,01Jan2020-31Dec2023,3.0,1,208 BROADWAY DR SW,,Cullman,AL,35055,Cullman,existing,"208 BROADWAY DR SW, Cullman, AL 35055",34.153628,-86.836101
12704,8,PRATTVILLE COMMUNITY DIALYSIS,01Jan2020-31Dec2023,1.0,1,1815 GLYNWOOD DRIVE,,PRATTVILLE,AL,36066,Autauga,existing,"1815 GLYNWOOD DRIVE, PRATTVILLE, AL 36066",32.461724,-86.422054
12706,8,FKC Oak Mountain,01Jan2020-31Dec2023,4.0,1,105 Inverness Cors,,BIRMINGHAM,AL,35242,Shelby,existing,"105 Inverness Cors, BIRMINGHAM, AL 35242",33.418317,-86.69214
12707,8,Sapphire Community Dialysis,01Jan2020-31Dec2023,1.0,1,8149 DECKER LN,,MONTGOMERY,AL,36117,Montgomery,existing,"8149 DECKER LN, MONTGOMERY, AL 36117",32.377432,-86.155241
12708,8,FKC Cullman,01Jan2020-31Dec2023,1.0,1,1850 PARKLAND DR NE,,CULLMAN,AL,35058,Cullman,existing,"1850 PARKLAND DR NE, CULLMAN, AL 35058",34.201275,-86.801199
12709,8,PCD Montgomery Community,01Jan2020-31Dec2023,1.0,1,2201 E SOUTH BLVD,,MONTGOMERY,AL,36116,Montgomery,new,"2201 E SOUTH BLVD, MONTGOMERY, AL 36116",32.327781,-86.273314
12710,8,FKC Hope Hull,01Jan2020-31Dec2023,3.0,1,40 WASDEN RD,,HOPE HULL,AL,36043,Montgomery,new,"40 WASDEN RD, HOPE HULL, AL 36043",32.270532,-86.357292
12711,8,FKC USA Midtown,01Jan2020-31Dec2023,3.0,1,2011 SPRING HILL AVE,,Mobile,AL,36607,Mobile,new,"2011 SPRING HILL AVE, Mobile, AL 36607",30.69097,-88.088493
12712,8,FKC Florence,01Jan2020-31Dec2023,4.0,1,131 COX CREEK PKWY S,,Florence,AL,35630,Lauderdale,new,"131 COX CREEK PKWY S, Florence, AL 35630",34.826363,-87.627254
12714,8,FKC Central Mobile,01Jan2020-31Dec2023,5.0,1,664 S UNIVERSITY BLVD,,Mobile,AL,36609,Mobile,new,"664 S UNIVERSITY BLVD, Mobile, AL 36609",30.652561,-88.161684
12716,8,DaVita Imperial Home Dialysis,01Jan2020-31Dec2023,2.0,1,5406 HWY 280 STE C100,,Birmingham,AL,35242,Shelby,new,"5406 HWY 280 STE C100, Birmingham, AL 35242",33.41748,-86.67088
12717,8,PCD Auburn,01Jan2020-31Dec2023,,260,1562 Professional Way,,Auburn,AL,36830,Lee,new,"1562 Professional Way, Auburn, AL 36830",32.63118,-85.44851
12718,8,FKC Foothills Dialysis,01Jan2020-31Dec2023,1.0,1,914 Dr Edward Hillard Dr,,Tuscaloosa,AL,35401,Tuscaloosa,new,"914 Dr Edward Hillard Dr, Tuscaloosa, AL 35401",33.205852,-87.530533
12719,8,FMC Mobile Transitional Care and Home Therapies,01Jan2020-31Dec2023,3.0,1,3250 Airport Blvd Ste C,,Mobile,AL,36606,Mobile,new,"3250 Airport Blvd Ste C, Mobile, AL 36606",30.679489,-88.126428
12720,8,FKC Narrow Lane,01Jan2020-31Dec2023,,260,2010 E South Blvd,,Montgomery,AL,36116,Montgomery,new,"2010 E South Blvd, Montgomery, AL 36116",32.32559,-86.28116
12721,8,DaVita Marshall County Home Training,01Jan2020-31Dec2023,,260,777 US Highway 431,,Boaz,AL,35957,Marshall,new,"777 US Highway 431, Boaz, AL 35957",34.197862,-86.1507
12722,8,Vaughan Kidney Care,01Jan2020-31Dec2023,,258,1360 E. Highland Ave,,Selma,AL,36703,Dallas,new,"1360 E. Highland Ave, Selma, AL 36703",32.431286,-87.016375
12723,8,DaVita Chace Lake Dialysis,01Jan2020-31Dec2023,,258,"1837 MONTGOMERY HWY, STE 109",,Hoover,AL,35244,Jefferson,new,"1837 MONTGOMERY HWY, STE 109, Hoover, AL 35244",33.37007,-86.79695
12725,8,Fresenius Kidney Care Madison Home,01Jan2020-31Dec2023,,258,1896 SLAUGHTER RD,,Madison,AL,35758,Madison,new,"1896 SLAUGHTER RD, Madison, AL 35758",34.75313,-86.71494
22500,16,ALASKA DIALYSIS - Laurel Street,01Jan2020-31Dec2023,3.0,1,3950 LAUREL STREET,,ANCHORAGE,AK,99508,Anchorage,existing,"3950 LAUREL STREET, ANCHORAGE, AK 99508",61.18494,-149.834845
22502,16,FRESENIUS MEDICAL CARE FAIRBANKS,01Jan2020-31Dec2023,3.0,1,1863 AIRPORT WAY,,FAIRBANKS,AK,99701,Fairbanks North Star,existing,"1863 AIRPORT WAY, FAIRBANKS, AK 99701",64.83496,-147.75647
22503,16,RENAL CARE GROUP WASILLA,01Jan2020-31Dec2023,3.0,1,3787 E MERIDIAN LOOP,,WASILLA,AK,99654,Matanuska-Susitna,existing,"3787 E MERIDIAN LOOP, WASILLA, AK 99654",61.588901,-149.355661
22504,16,REIFENSTEIN DIALYSIS CENTER,01Jan2020-31Dec2023,4.0,1,9109 MENDENHALL MALL RD SUITE #6,,JUNEAU,AK,99801,Juneau,existing,"9109 MENDENHALL MALL RD SUITE #6, JUNEAU, AK 99801",58.371449,-134.591663
22506,16,LIBERTY DIALYSIS - ALASKA LLC,01Jan2020-31Dec2023,5.0,1,901 EAST DIMOND BOULEVARD SUITE G,,ANCHORAGE,AK,99515,Anchorage,existing,"901 EAST DIMOND BOULEVARD SUITE G, ANCHORAGE, AK 99515",61.145725,-149.865995
22508,16,FRESENIUS MEDICAL CARE SOLDOTNA,01Jan2020-31Dec2023,5.0,1,289 N FIREWOOD LANE STE A,,SOLDOTNA,AK,99669,Kenai Peninsula,existing,"289 N FIREWOOD LANE STE A, SOLDOTNA, AK 99669",60.487234,-151.059307
22509,16,DENALI DIALYSIS CENTER,01Jan2020-31Dec2023,4.0,1,360 BONIFACE PKWY Suite A11,,ANCHORAGE,AK,99504,Anchorage,existing,"360 BONIFACE PKWY Suite A11, ANCHORAGE, AK 99504",61.220939,-149.779231
22510,16,TUDOR DIALYSIS,01Jan2020-31Dec2023,2.0,1,2735 E TUDOR RD,,ANCHORAGE,AK,99507,Anchorage,existing,"2735 E TUDOR RD, ANCHORAGE, AK 99507",61.18136,-149.82954
32302,15,Valleywise Comprehensive Health Center- Phoenix Outpatient Dialysis Unit.,01Jan2020-31Dec2023,3.0,1,2525 E ROOSEVELT ST,,PHOENIX,AZ,85008,Maricopa,existing,"2525 E ROOSEVELT ST, PHOENIX, AZ 85008",33.457703,-112.028284
32314,15,032314 PHOENIX CHILDRENS HOSPITAL- DIALYSIS CENTER,01Jan2020-31Dec2023,,260,1920 E CAMBRIDGE RD STE 102,,PHOENIX,AZ,85016,Maricopa,existing,"1920 E CAMBRIDGE RD STE 102, PHOENIX, AZ 85016",33.509247,-112.030146
32315,15,032315 GILA RIVER DIALYSIS EAST,01Jan2020-31Dec2023,4.0,1,565 W SEED FARM RD,,SACATON,AZ,85147,Pinal,existing,"565 W SEED FARM RD, SACATON, AZ 85147",33.074128,-111.759387
32316,15,032316 Banner University Medical Center Pediatric Outpatient DIALYSIS UNIT,01Jan2020-31Dec2023,,260,PO BOX 245148,,TUCSON,AZ,85724,Pima,existing,"PO BOX 245148, TUCSON, AZ 85724",32.740818,-114.481089
32500,15,DaVita Tucson West Dialysis,01Jan2020-31Dec2023,3.0,1,1780 W ANKLAM RD,,TUCSON,AZ,85745,Pima,existing,"1780 W ANKLAM RD, TUCSON, AZ 85745",32.22631,-111.004202
32501,15,DaVita Tucson East Dialysis,01Jan2020-31Dec2023,2.0,1,6420 E BROADWAY BLVD STE C300,,TUCSON,AZ,85710,Pima,existing,"6420 E BROADWAY BLVD STE C300, TUCSON, AZ 85710",32.219225,-110.85536
32502,15,DaVita Yuma Dialysis,01Jan2020-31Dec2023,2.0,1,2130 W 24TH ST,,YUMA,AZ,85364,Yuma,existing,"2130 W 24TH ST, YUMA, AZ 85364",32.685429,-114.645594
32503,15,032503 PHOENIX ARTIFICIAL KIDNEY CENTER (FMC),01Jan2020-31Dec2023,3.0,1,13090 N 94TH DR STE 100,,PEORIA,AZ,85381,Maricopa,existing,"13090 N 94TH DR STE 100, PEORIA, AZ 85381",33.60228,-112.263335
32506,15,DaVita Tuba City Dialysis,01Jan2020-31Dec2023,2.0,1,500 Edgewater Drive,PO Box 2910,TUBA CITY,AZ,86045,Coconino,existing,"500 Edgewater Drive, TUBA CITY, AZ 86045",36.129767,-111.235029
32508,15,032508 SOUTH PHOENIX DIALYSIS SERVICES (FMC),01Jan2020-31Dec2023,3.0,1,1021 S 7TH AVE STE 108,,PHOENIX,AZ,85007,Maricopa,existing,"1021 S 7TH AVE STE 108, PHOENIX, AZ 85007",33.437315,-112.082044
32509,15,032509 EAST VALLEY DIALYSIS (FMC),01Jan2020-31Dec2023,2.0,1,135 S POWER RD STE 103,,MESA,AZ,85206,Maricopa,existing,"135 S POWER RD STE 103, MESA, AZ 85206",33.412945,-111.682987
32513,15,DaVita Sells Dialysis,01Jan2020-31Dec2023,3.0,1,HWY 86 - MP 113,PO BOX 3030,SELLS,AZ,85634,Pima,existing,"HWY 86 - MP 113, SELLS, AZ 85634",32.036471,-111.535378
32514,15,032514 DESERT DIALYSIS CENTER (DCI),01Jan2020-31Dec2023,3.0,1,2022 E PRINCE RD,,TUCSON,AZ,85719,Pima,existing,"2022 E PRINCE RD, TUCSON, AZ 85719",32.27157,-110.940924
32516,15,032516 CHANDLER DIALYSIS (FMC),01Jan2020-31Dec2023,1.0,1,912 W CHANDLER BLVD BLDG A-D,,CHANDLER,AZ,85225,Maricopa,existing,"912 W CHANDLER BLVD BLDG A-D, CHANDLER, AZ 85225",33.307475,-111.857816
32517,15,032517 CENTRAL PHX DIALYSIS (FMC),01Jan2020-31Dec2023,2.0,1,3421 N 7TH AVE,,PHOENIX,AZ,85013,Maricopa,existing,"3421 N 7TH AVE, PHOENIX, AZ 85013",33.488802,-112.082476
32518,15,DaVita Chinle Dialysis,01Jan2020-31Dec2023,2.0,1,US HWY 191,PO BOX 879,CHINLE,AZ,86503,Apache,existing,"US HWY 191, CHINLE, AZ 86503",36.164186,-109.584574
32520,15,DaVita Sierra Vista Dialysis,01Jan2020-31Dec2023,2.0,1,"629 N HIGHWAY 90 BYP, STE 6",,SIERRA VISTA,AZ,85635,Cochise,existing,"629 N HIGHWAY 90 BYP, STE 6, SIERRA VISTA, AZ 85635",31.561095,-110.254113
32521,15,032521 DIALYSIS CENTER OF GLENDALE (FMC),01Jan2020-31Dec2023,3.0,1,5957 W NORTHERN AVE STE 108,,GLENDALE,AZ,85301,Maricopa,existing,"5957 W NORTHERN AVE STE 108, GLENDALE, AZ 85301",33.552667,-112.189711
32522,15,032522 PARKER DIALYSIS CENTER (FMC),01Jan2020-31Dec2023,2.0,1,AGENCY ROAD BLDG 173,Rural Rt 1/Agency Road,PARKER,AZ,85344,La Paz,existing,"AGENCY ROAD BLDG 173, PARKER, AZ 85344",34.147618,-114.295639
32523,15,DaVita Prescott Dialysis,01Jan2020-31Dec2023,4.0,1,980 WILLOW CREEK RD STE 101,,PRESCOTT,AZ,86301,Yavapai,existing,"980 WILLOW CREEK RD STE 101, PRESCOTT, AZ 86301",34.559363,-112.482646
32524,15,032524 FLAGSTAFF DIALYSIS CENTER (FMC),01Jan2020-31Dec2023,3.0,1,"2201 N VICKEY STREET, STE 120",,FLAGSTAFF,AZ,86004,Coconino,existing,"2201 N VICKEY STREET, STE 120, FLAGSTAFF, AZ 86004",35.207452,-111.606422
32525,15,DaVita Desert Mountain Dialysis Center,01Jan2020-31Dec2023,1.0,1,9220 E MOUNTAIN VIEW RD STE 105,,SCOTTSDALE,AZ,85258,Maricopa,existing,"9220 E MOUNTAIN VIEW RD STE 105, SCOTTSDALE, AZ 85258",33.576505,-111.879911
32526,15,032526 USRC SOUTHWEST MESA,01Jan2020-31Dec2023,1.0,1,1457 W SOUTHERN AVE STE 19,,MESA,AZ,85202,Maricopa,existing,"1457 W SOUTHERN AVE STE 19, MESA, AZ 85202",33.392563,-111.862349
32528,15,032528 THUNDERBIRD DIALYSIS (FMC),01Jan2020-31Dec2023,2.0,1,5750 W THUNDERBIRD RD BLDG G #750,,GLENDALE,AZ,85306,Maricopa,existing,"5750 W THUNDERBIRD RD BLDG G #750, GLENDALE, AZ 85306",33.612693,-112.181416
32530,15,032530 DESERT VALLEY DIALYSIS (FMC),01Jan2020-31Dec2023,2.0,1,3815 E. BELL ROAD STE. 1100,,PHOENIX,AZ,85032,Maricopa,existing,"3815 E. BELL ROAD STE. 1100, PHOENIX, AZ 85032",33.638596,-111.998985
32533,15,032533 GLOBE DIALYSIS (FMC),01Jan2020-31Dec2023,2.0,1,2250 HIGHWAY 60 STE O-2,,MIAMI,AZ,85539,Gila,existing,"2250 HIGHWAY 60 STE O-2, MIAMI, AZ 85539",33.415873,-110.826403
32536,15,032536 WINSLOW DIALYSIS CENTER (FMC),01Jan2020-31Dec2023,2.0,1,721 MIKE'S PIKE STREET,,WINSLOW,AZ,86047,Navajo,existing,"721 MIKE'S PIKE STREET, WINSLOW, AZ 86047",35.040308,-110.701555
32537,15,032537 ESTRELLA DIALYSIS CENTER (FMC),01Jan2020-31Dec2023,3.0,1,5546 W ROOSEVELT ST STE 1,,PHOENIX,AZ,85043,Maricopa,existing,"5546 W ROOSEVELT ST STE 1, PHOENIX, AZ 85043",33.459185,-112.180097
32539,15,032539 MESA DIALYSIS CENTER (FMC),01Jan2020-31Dec2023,1.0,1,1525 N GILBERT RD STE 121,,GILBERT,AZ,85234,Maricopa,existing,"1525 N GILBERT RD STE 121, GILBERT, AZ 85234",33.377653,-111.787131
32540,15,032540 FRESENIUS KIDNEY CARE WESTERN SKIES,01Jan2020-31Dec2023,3.0,1,1041 N ARIZOLA RD,,CASA GRANDE,AZ,85122,Pinal,existing,"1041 N ARIZOLA RD, CASA GRANDE, AZ 85122",32.883699,-111.714661
32541,15,032541 TEMPE DIALYSIS (FMC),01Jan2020-31Dec2023,2.0,1,1449 W SOUTHERN AVE,,TEMPE,AZ,85282,Maricopa,existing,"1449 W SOUTHERN AVE, TEMPE, AZ 85282",33.392392,-111.963102
32542,15,032542 ARCADIA DIALYSIS CENTER (FMC),01Jan2020-31Dec2023,3.0,1,4021 N. 30th Street,,PHOENIX,AZ,85016,Maricopa,existing,"4021 N. 30th Street, PHOENIX, AZ 85016",33.494646,-112.016594
32543,15,DaVita Nogales Dialysis,01Jan2020-31Dec2023,3.0,1,1605 N. Industrial Park Dr. STE H,,NOGALES,AZ,85621,Santa Cruz,existing,"1605 N. Industrial Park Dr. STE H, NOGALES, AZ 85621",31.361443,-110.948292
32544,15,032544 LAKE HAVASU DIALYSIS (FMC),01Jan2020-31Dec2023,4.0,1,2145 Mesquite Ave,,LAKE HAVASU CITY,AZ,86403,Mohave,existing,"2145 Mesquite Ave, LAKE HAVASU CITY, AZ 86403",34.477167,-114.326764
32545,15,032545 SOUTH MOUNTAIN DIALYSIS CENTER (FMC),01Jan2020-31Dec2023,2.0,1,26 E BASELINE STE 142,,PHOENIX,AZ,85042,Maricopa,existing,"26 E BASELINE STE 142, PHOENIX, AZ 85042",33.378664,-112.07188
32546,15,032546 SUN CITY WEST DIALYSIS (FMC),01Jan2020-31Dec2023,3.0,1,12213 W BELL ROAD STE 110,,SURPRISE,AZ,85374,Maricopa,existing,"12213 W BELL ROAD STE 110, SURPRISE, AZ 85374",33.63817,-112.323531
32549,15,032549 SAFFORD DIALYSIS (FMC),01Jan2020-31Dec2023,3.0,1,1250 S 20TH AVE,,SAFFORD,AZ,85546,Graham,existing,"1250 S 20TH AVE, SAFFORD, AZ 85546",32.825558,-109.733405
32550,15,032550 NORTH PHOENIX DIALYSIS (FMC),01Jan2020-31Dec2023,3.0,1,1957 W DUNLAP AVE STE 6C,,PHOENIX,AZ,85021,Maricopa,existing,"1957 W DUNLAP AVE STE 6C, PHOENIX, AZ 85021",33.56684,-112.10343
32551,15,032551 USRC MESA DIALYSIS,01Jan2020-31Dec2023,1.0,1,1337 S GILBERT RD STE 109,,MESA,AZ,85204,Maricopa,existing,"1337 S GILBERT RD STE 109, MESA, AZ 85204",33.39091,-111.78699
32553,15,DaVita Papago Dialysis Center,01Jan2020-31Dec2023,3.0,1,5115 East Thomas Rd,STE 115,PHOENIX,AZ,85018,Maricopa,existing,"5115 East Thomas Rd, PHOENIX, AZ 85018",33.479493,-111.970183
32556,15,DaVita South Yuma Dialysis,01Jan2020-31Dec2023,2.0,1,7179 E 31ST PL,,YUMA,AZ,85365,Yuma,existing,"7179 E 31ST PL, YUMA, AZ 85365",32.67116,-114.51008
32558,15,032558 BULLHEAD CITY DIALYSIS (FMC),01Jan2020-31Dec2023,3.0,1,2650 MIRACLE MILE,,BULLHEAD CITY,AZ,86442,Mohave,existing,"2650 MIRACLE MILE, BULLHEAD CITY, AZ 86442",35.09014,-114.595845
32559,15,DaVita Kayenta Dialysis,01Jan2020-31Dec2023,3.0,1,HWY 163,BOX 217,KAYENTA,AZ,86033,Navajo,existing,"HWY 163, KAYENTA, AZ 86033",36.714146,-110.251319
32561,15,032561 CASA GRANDE DIALYSIS (FMC),01Jan2020-31Dec2023,3.0,1,1875 E Sabin Dr,,CASA GRANDE,AZ,85122,Pinal,existing,"1875 E Sabin Dr, CASA GRANDE, AZ 85122",32.881069,-111.706528
32562,15,DaVita Cottonwood Dialysis,01Jan2020-31Dec2023,2.0,1,"1699 E COTTONWOOD ST, A-200",,COTTONWOOD,AZ,86326,Yavapai,existing,"1699 E COTTONWOOD ST, A-200, COTTONWOOD, AZ 86326",34.728375,-112.005171
32563,15,032563 SCOTTSDALE DIALYSIS (FMC),01Jan2020-31Dec2023,,260,1495 N HAYDEN STE D1-D4,,SCOTTSDALE,AZ,85257,Maricopa,existing,"1495 N HAYDEN STE D1-D4, SCOTTSDALE, AZ 85257",33.464504,-111.90831
