CMS Certification Number (CCN),Network,Facility Name,Five Star Date,Five Star,Five Star Data Availability Code,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,Profit or Non-Profit,Chain Owned,Chain Organization,Late Shift,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Certification Date,Claims Date,EQRS Date,SMR Date,Patient Survival Category Text,Patient Survival data availability code,Number of Patients included in survival summary,Mortality Rate (Facility),Mortality Rate: Upper Confidence Limit (97.5%),Mortality Rate: Lower Confidence Limit (2.5%),SHR Date,Patient hospitalization category text,Patient Hospitalization data availability Code,Number of patients included in hospitalization summary,Hospitalization Rate (Facility),Hospitalization Rate: Upper Confidence Limit (97.5%),Hospitalization Rate: Lower Confidence Limit (2.5%),SRR Date,Patient Hospital Readmission Category,Patient Hospital Readmission data availability Code,Number of hospitalizations included in hospital readmission summary,Readmission Rate (Facility),Readmission Rate: Upper Confidence Limit (97.5%),Readmission Rate: Lower Confidence Limit (2.5%),STrR Date,Patient Transfusion category text,Patient Transfusion data availability Code,Number of patients included in the transfusion summary,Transfusion Rate (Facility),Transfusion Rate: Upper Confidence Limit (97.5%),Transfusion Rate: Lower Confidence Limit (2.5%),SWR Date,SWR category text,Patient transplant waitlist data availability code,Number of patients in this facility for SWR,Standardized First Kidney Transplant Waitlist Ratio,95% C.I. (upper limit) for SWR,95% C.I. (lower limit) for SWR,PPPW category text,Patient prevalent transplant waitlist data availability code,Number of patients for PPPW,Percentage of Prevalent Patients Waitlisted,95% C.I. (upper limit) for PPPW,95% C.I. (lower limit) for PPPW,SEDR Date,SEDR category text,Emergency Department Encounter data availability Code,Number of patients included in SEDR summary,Standardized ED visits ratio (Facility),SEDR: Upper Confidence Limit (97.5%),SEDR: Lower Confidence Limit (2.5%),ED30 Date,ED30 Category text,Emergency Department Encounter Ratio Occurring within 30 Days of Hospital Discharge data availability Code,Number of hospitalizations included in ED30 summary,Standardized ED visits within 30 days of hospital discharge ratio (Facility),ED30: Upper Confidence Limit (97.5%),ED30: Lower Confidence Limit (2.5%),YEARS Modality Switch BASED UPON,SMoSR: Classification Category (FACILITY),Modality Switch Data Availability Code,SMoSR: Number of Eligible patients (FACILITY),SMoSR: Standardized Modality Switch Ratio (FACILITY),SMoSR: Upper Confidence Limit (FACILITY),SMoSR: Lower Confidence Limit (FACILITY),SIR Date,Patient Infection category text,Patient Infection Data Availability Code,Standard Infection Ratio,SIR: Upper Confidence Limit (97.5%),SIR: Lower Confidence Limit (2.5%),Fistula Category Text,Fistula data availability code,Number of Patients included in fistula summary,Fistula Rate (Facility),Fistula Rate: Upper Confidence Limit (97.5%),Fistula Rate: Lower Confidence Limit (2.5%),HCP Vaccination Data Collection Dates,HCP Vaccination Data Availability Code,Healthcare worker COVID-19 vaccination adherence percentage,Adult HD Kt/V data availability code,Number of adult HD patients with KT/V data,Number of adult HD patient-months with Kt/V data,Percent of Adult HD patients with Kt/V >= 1.2,Adult PD Kt/V data availability code,Number of adult PD patients with KT/V data,Number of adult PD patient-months with Kt/V data,Percentage of Adult PD PTS with Kt/V >= 1.7,Pediatric HD Kt/V Data Availability Code,Number of pediatric HD patients with Kt/V data,Number of pediatric HD patient-months with KT/V data,Percentage of Pediatric HD patients with Kt/V >= 1.2,Pediatric PD Kt/V Data Availability Code,Number of pediatric PD patients with Kt/V data,Number of pediatric PD patient-months with KT/V data,Percentage of pediatric PD patients with Kt/V>=1.8,Percentage of Medicare patients with Hgb<10 g/dL,HGB<10 data availability code,Percentage of Medicare patients with Hgb>12 g/dL,Hgb > 12 data availability code,Number of Dialysis Patients with Hgb data,Hypercalcemia Data Availability Code,Number of patients in hypercalcemia summary,Number of patient-months in hypercalcemia summary,Percentage of Adult patients with hypercalcemia (serum calcium greater than 10.2 mg/dL),Serum phosphorus Data Availability Code,Number of patients in Serum phosphorus summary,Number of patient-months in Serum phosphorus summary,Percentage of Adult patients with serum phosphorus less than 3.5 mg/dL,Percentage of Adult patients with serum phosphorus between 3.5-4.5 mg/dL,Percentage of Adult patients with serum phosphorus between 4.6-5.5 mg/dL,Percentage of Adult patients with serum phosphorus between 5.6-7.0 mg/dL,Percentage of Adult patients with serum phosphorus greater than 7.0 mg/dL,Long term catheter Data Availability Code,Number of patients in long term catheter summary,Number of patient months in long term catheter summary,Percentage of Adult patients with long term catheter in use,nPCR Data Availability Code,Number of patients in nPCR summary,Number of patient-months in nPCR summary,Percentage of pediatric HD patients with nPCR,dfc_new,full_address,latitude,longitude,census_tract
112849,6,FRESENIUS MEDICAL CARE ACWORTH,01Jan2020-31Dec2023,4,1,3372 Acworth Summit Blvd,,ACWORTH,GA,30101,Cobb,(770) 529-1141,Profit,Yes,Fresenius Medical Care,No,33,Yes,Yes,Yes,03MAY2012,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,492,18.7,28.9,12.4,01Jan2023-31Dec2023,As Expected,1,119,140.7,219.9,95.9,01Jan2023-31Dec2023,As Expected,1,91,19.5,28.7,12.1,01Jan2023-31Dec2023,As Expected,1,57,30.8,79.8,14.8,01Jan2020-31Dec2022,As Expected,1,41,1.48,3.44,0.48,As Expected,1,94,10.6,26.4,3.7,01Jan2023-31Dec2023,As Expected,1,70,0.79,1.58,0.46,01Jan2022-31Dec2023,As Expected,1,110,0.49,1.12,0.16,01Jan2020-31Dec2022,Better than Expected,1,64,2.5,4.19,1.37,01Jan2023-31Dec2023,Better than Expected,1,0,0.47,,As Expected,1,118,67.7,84.9,49.4,01APR2024-30JUN2024,1,0,1,104,846,100,1,12,75,83,259,0,,,259,0,,,19,1,0,1,47,1,121,1020,0,1,128,1081,8,26,30,24,12,1,118,991,9,259,0,,,existing,"3372 Acworth Summit Blvd, ACWORTH, GA 30101",34.03814,-84.67651,13067030110
112850,6,FMC - PIEDMONT DIALYSIS NORTH,01Jan2020-31Dec2023,3,1,1720 Powder Springs Rd,,MARIETTA,GA,30064,Cobb,(678) 402-6048,Profit,Yes,Fresenius Medical Care,No,17,Yes,Yes,Yes,23MAY2012,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,204,21.3,36,12,01Jan2023-31Dec2023,As Expected,1,52,120.9,213.6,75.1,01Jan2023-31Dec2023,As Expected,1,43,22.1,37.1,10.9,01Jan2023-31Dec2023,As Expected,1,25,25.9,147.4,6.8,01Jan2020-31Dec2022,Not Available,199,15,,,,As Expected,1,59,18,41.8,6.3,01Jan2023-31Dec2023,As Expected,1,29,0.67,1.8,0.26,01Jan2022-31Dec2023,As Expected,1,37,1.17,2.5,0.36,01Jan2020-31Dec2022,Better than Expected,1,23,3.39,7.91,1.1,01Jan2023-31Dec2023,As Expected,1,0,1.2,,As Expected,1,50,54.5,83.4,23.5,01APR2024-30JUN2024,1,4,1,42,269,98,1,19,139,90,259,0,,,259,0,,,12,1,0,1,17,1,65,468,1,1,67,486,4,15,30,31,21,1,50,339,12,259,0,,,existing,"1720 Powder Springs Rd, MARIETTA, GA 30064",33.906673,-84.60382,13067030233
112853,6,FRESENIUS KIDNEY CARE NORTH GEORGIA,01Jan2020-31Dec2023,,261,102 ERLANGER SOUTH DRIVE,,RINGGOLD,GA,30736,Catoosa,(706) 820-6605,Profit,Yes,Fresenius Medical Care,No,28,Yes,No,No,26APR2012,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,Not Available,255,,,,,01Jan2023-31Dec2023,Not Available,255,,,,,01Jan2023-31Dec2023,Not Available,255,,,,,01Jan2023-31Dec2023,Not Available,255,,,,,01Jan2020-31Dec2022,Not Available,255,,,,,As Expected,1,67,29.1,55.4,12,01Jan2023-31Dec2023,Not Available,255,,,,,01Jan2022-31Dec2023,Not Available,255,,,,,01Jan2020-31Dec2022,Not Available,255,,,,,01Jan2023-31Dec2023,Not Available,255,,,,As Expected,1,82,66.2,85.8,45.3,01APR2024-30JUN2024,1,0,1,79,652,100,257,0,,,259,0,,,259,0,,,43,1,0,1,21,1,79,661,1,1,83,685,4,15,27,31,23,1,82,684,13,259,0,,,existing,"102 ERLANGER SOUTH DRIVE, RINGGOLD, GA 30736",34.933279,-85.178928,13047030404
112854,6,DaVita Lake Hartwell Dialysis,01Jan2020-31Dec2023,2,1,1065 E. Franklin Street,,HARTWELL,GA,30643,Hart,(470) 407-7348,Profit,Yes,DaVita,No,8,Yes,Yes,Yes,30AUG2012,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,225,28,41.8,18.4,01Jan2023-31Dec2023,As Expected,1,52,135.3,230.4,86.7,01Jan2023-31Dec2023,As Expected,1,49,26.1,42,13.5,01Jan2023-31Dec2023,As Expected,1,18,8.8,179.7,0.9,01Jan2020-31Dec2022,Not Available,199,26,,,,As Expected,1,43,7,37.5,0.9,01Jan2023-31Dec2023,As Expected,1,22,0.75,1.82,0.32,01Jan2022-31Dec2023,As Expected,1,37,0.46,1.64,0.05,01Jan2020-31Dec2022,As Expected,1,34,1.76,3.83,0.64,01Jan2023-31Dec2023,As Expected,1,0.21,1.05,0.01,As Expected,1,41,32.7,60.1,3.5,01APR2024-30JUN2024,1,0,1,40,372,99,199,8,85,,201,0,,,201,0,,,17,1,0,1,12,1,50,483,1,1,50,481,3,14,16,29,38,1,41,397,18,201,0,,,existing,"1065 E. Franklin Street, HARTWELL, GA 30643",34.355152,-82.910813,13147960503
112855,6,DaVita McDuffie Dialysis,01Jan2020-31Dec2023,4,1,621 McNEIL CIRCLE,,THOMSON,GA,30824,McDuffie,(706) 595-3054,Profit,Yes,DaVita,No,17,Yes,No,No,20SEP2012,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,231,16.4,28.3,9.5,01Jan2023-31Dec2023,As Expected,1,65,128.6,218.9,80.4,01Jan2023-31Dec2023,As Expected,1,46,21.4,38.7,9.7,01Jan2023-31Dec2023,As Expected,1,20,0,41,0,01Jan2020-31Dec2022,Not Available,199,12,,,,As Expected,1,44,4.4,37.2,0.4,01Jan2023-31Dec2023,As Expected,1,22,0.73,1.89,0.3,01Jan2022-31Dec2023,As Expected,1,19,1.9,3.97,0.57,01Jan2020-31Dec2022,As Expected,1,17,0.64,3.54,0.02,01Jan2023-31Dec2023,Better than Expected,1,0,0.56,,As Expected,1,68,53,76.3,28.2,01APR2024-30JUN2024,1,0,1,64,610,99,257,0,,,259,0,,,259,0,,,6,1,6,1,16,1,65,622,0,1,68,646,13,29,31,19,7,1,68,642,7,259,0,,,existing,"621 McNEIL CIRCLE, THOMSON, GA 30824",33.458104,-82.515074,13189950401
112857,6,DaVita Valdosta Home Training,01Jan2020-31Dec2023,,260,401 Northside Drive,STE A,VALDOSTA,GA,31602,Lowndes,(229) 247-9286,Profit,Yes,DaVita,No,3,No,Yes,Yes,05SEP2012,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,57,42.8,95.9,14.9,01Jan2023-31Dec2023,As Expected,1,12,130.1,396,49.8,01Jan2023-31Dec2023,Not Available,199,7,,,,01Jan2023-31Dec2023,Not Available,199,7,,,,01Jan2020-31Dec2022,Not Available,199,9,,,,As Expected,1,18,18.4,69.4,2.2,01Jan2023-31Dec2023,Not Available,199,8,,,,01Jan2022-31Dec2023,As Expected,1,14,0,1.62,0,01Jan2020-31Dec2022,Not Available,201,0,,,,01Jan2023-31Dec2023,Not Available,201,,,,Not Available,201,0,,,,01APR2024-30JUN2024,199,,201,0,,,1,16,137,98,259,0,,,259,0,,,,199,,199,4,1,16,137,0,1,18,145,2,19,23,28,28,201,0,,,259,0,,,existing,"401 Northside Drive, VALDOSTA, GA 31602",30.8709,-83.282528,13185010404
112858,6,DaVita Troup County Dialysis,01Jan2020-31Dec2023,1,1,140 GLENN BASS ROAD,,LAGRANGE,GA,30240,Troup,(706) 882-0193,Profit,Yes,DaVita,No,33,Yes,Yes,No,01MAR2012,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,228,31,47.5,19.7,01Jan2023-31Dec2023,Worse than Expected,1,57,227.1,342.1,161.2,01Jan2023-31Dec2023,As Expected,1,73,26.7,38,17.1,01Jan2023-31Dec2023,As Expected,1,19,55.7,174,23.2,01Jan2020-31Dec2022,As Expected,1,22,0.44,2.47,0.01,As Expected,1,61,7.8,29.6,1.7,01Jan2023-31Dec2023,As Expected,1,20,0.74,1.98,0.29,01Jan2022-31Dec2023,As Expected,1,49,1.91,3.15,0.94,01Jan2020-31Dec2022,As Expected,1,31,0.89,2.59,0.18,01Jan2023-31Dec2023,Better than Expected,1,0,0.4,,As Expected,1,63,57,80.4,32,01APR2024-30JUN2024,1,0,1,60,479,95,199,9,64,,259,0,,,259,0,,,23,1,0,1,13,1,71,576,1,1,72,606,5,16,29,30,21,1,63,531,24,259,0,,,existing,"140 GLENN BASS ROAD, LAGRANGE, GA 30240",32.996138,-85.048617,13285960904
112859,6,DaVita Savannah Gateway Dialysis,01Jan2020-31Dec2023,3,1,5973 OGEECHEE ROAD,,SAVANNAH,GA,31419,Chatham,(912) 925-1920,Profit,Yes,DaVita,No,12,Yes,Yes,Yes,14NOV2012,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,280,28.3,44.4,18.4,01Jan2023-31Dec2023,As Expected,1,77,186.5,284.4,128.5,01Jan2023-31Dec2023,As Expected,1,81,29.4,41.9,18.7,01Jan2023-31Dec2023,As Expected,1,34,62.4,154.7,31,01Jan2020-31Dec2022,As Expected,1,36,1.24,3.17,0.34,As Expected,1,85,13.5,33.6,4.6,01Jan2023-31Dec2023,Worse than Expected,1,37,1.63,2.79,1.01,01Jan2022-31Dec2023,As Expected,1,57,1.68,2.7,0.89,01Jan2020-31Dec2022,Better than Expected,1,42,2.67,5.06,1.22,01Jan2023-31Dec2023,Better than Expected,1,0,0.6,,As Expected,1,76,66.1,87.9,42.8,01APR2024-30JUN2024,1,0,1,71,591,96,1,24,168,96,259,0,,,259,0,,,18,1,0,1,28,1,91,771,1,1,101,805,6,14,21,33,26,1,76,623,5,259,0,,,existing,"5973 OGEECHEE ROAD, SAVANNAH, GA 31419",31.99631,-81.25619,13051010815
112861,6,US RENAL CARE CONYERS DIALYSIS,01Jan2020-31Dec2023,3,1,1927 HIGHWAY 138 NORTH,,CONYERS,GA,30013,Rockdale,(770) 483-6124,Profit,Yes,"US Renal Care, Inc.",No,13,Yes,Yes,Yes,01FEB2013,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,284,19.8,32.9,12,01Jan2023-31Dec2023,As Expected,1,66,134.4,232.1,82.9,01Jan2023-31Dec2023,As Expected,1,55,22.9,40.6,10.4,01Jan2023-31Dec2023,As Expected,1,24,23.3,132.6,6.1,01Jan2020-31Dec2022,As Expected,1,26,1.23,3.59,0.25,As Expected,1,61,12.2,35.6,3.4,01Jan2023-31Dec2023,As Expected,1,28,1.26,2.36,0.69,01Jan2022-31Dec2023,As Expected,1,48,1.25,2.43,0.49,01Jan2020-31Dec2022,As Expected,1,36,0.66,2.37,0.08,01Jan2023-31Dec2023,As Expected,1,0.21,1.01,0.01,As Expected,1,66,64.2,84.9,41.9,01APR2024-30JUN2024,1,0,1,55,473,100,1,14,106,96,259,0,,,259,0,,,16,1,0,1,19,1,74,657,1,1,77,682,8,29,30,19,14,1,66,568,13,259,0,,,existing,"1927 HIGHWAY 138 NORTH, CONYERS, GA 30013",33.670735,-83.981675,13247060305
112862,6,FRESENIUS MEDICAL CARE BERKELEY LAKE,01Jan2020-31Dec2023,3,1,3870 PEACHTREE INDUSTRIAL BOULEVARD NW,,DULUTH,GA,30096,Gwinnett,(770) 495-7942,Profit,Yes,Fresenius Medical Care,No,20,Yes,No,No,31JAN2013,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,329,21.1,33,13.7,01Jan2023-31Dec2023,As Expected,1,76,156.1,252,102.2,01Jan2023-31Dec2023,As Expected,1,52,32.4,48.2,18.7,01Jan2023-31Dec2023,As Expected,1,28,15.9,134.1,3.1,01Jan2020-31Dec2022,As Expected,1,25,0.45,2.5,0.01,As Expected,1,64,14,38.4,4.1,01Jan2023-31Dec2023,As Expected,1,29,0.69,1.93,0.26,01Jan2022-31Dec2023,As Expected,1,33,0.98,2.44,0.23,01Jan2020-31Dec2022,As Expected,1,44,0.23,1.28,0.01,01Jan2023-31Dec2023,Better than Expected,1,0,0.61,,As Expected,1,87,62,83.1,39.4,01APR2024-30JUN2024,1,0,1,79,666,98,257,0,,,259,0,,,259,0,,,,199,,199,8,1,81,699,0,1,88,737,12,24,23,23,18,1,87,739,11,259,0,,,existing,"3870 PEACHTREE INDUSTRIAL BOULEVARD NW, DULUTH, GA 30096",33.988214,-84.169137,13135050228
112863,6,DaVita Walton County Dialysis,01Jan2020-31Dec2023,2,1,225 Plaza Drive,,MONROE,GA,30655,Walton,(770) 207-6942,Profit,Yes,DaVita,No,12,Yes,Yes,Yes,19FEB2013,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,278,24.5,37.5,16.3,01Jan2023-31Dec2023,As Expected,1,73,203.8,309.4,141,01Jan2023-31Dec2023,As Expected,1,78,28.3,42.4,16.7,01Jan2023-31Dec2023,Not Available,199,21,,,,01Jan2020-31Dec2022,As Expected,1,34,1.47,3.75,0.4,As Expected,1,62,8.2,34.6,1.5,01Jan2023-31Dec2023,As Expected,1,31,1.01,2.07,0.51,01Jan2022-31Dec2023,As Expected,1,74,0.95,1.83,0.42,01Jan2020-31Dec2022,As Expected,1,39,2.24,4.4,0.97,01Jan2023-31Dec2023,As Expected,1,0.32,1.07,0.05,As Expected,1,61,47.3,74.3,18.4,01APR2024-30JUN2024,1,0,1,60,468,99,1,17,122,97,259,0,,,259,0,,,24,1,0,1,17,1,76,592,1,1,77,621,8,23,24,26,19,1,61,477,28,259,0,,,existing,"225 Plaza Drive, MONROE, GA 30655",33.795288,-83.727499,13297110400
112864,6,US RENAL CARE KENNESAW HOME DIALYSIS,01Jan2020-31Dec2023,,260,1925 Vaughn Rd NW,Suite 150,Kennesaw,GA,30144,Cobb,(678) 290-8749,Profit,Yes,"US Renal Care, Inc.",No,3,No,Yes,Yes,21MAR2013,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,59,15.5,49.8,2.6,01Jan2023-31Dec2023,As Expected,1,11,38.8,411.9,5.1,01Jan2023-31Dec2023,Not Available,199,4,,,,01Jan2023-31Dec2023,Not Available,199,4,,,,01Jan2020-31Dec2022,Not Available,199,7,,,,As Expected,1,12,22.3,68.6,3.6,01Jan2023-31Dec2023,Not Available,199,6,,,,01Jan2022-31Dec2023,Not Available,199,3,,,,01Jan2020-31Dec2022,Not Available,201,0,,,,01Jan2023-31Dec2023,Not Available,201,,,,Not Available,199,6,,,,01APR2024-30JUN2024,199,,199,4,46,,199,8,69,,259,0,,,259,0,,,,199,,199,2,1,14,134,2,1,14,136,17,29,18,15,21,199,6,65,,259,0,,,existing,"1925 Vaughn Rd NW, Kennesaw, GA 30144",34.003539,-84.591143,13067030278
112865,6,US RENAL CARE INNOVATIVE DIALYSIS OF GRIFFIN,01Jan2020-31Dec2023,2,1,1837 West McIntosh Road,,GRIFFIN,GA,30223,Spalding,(770) 228-5417,Profit,Yes,"US Renal Care, Inc.",No,17,Yes,Yes,Yes,20MAR2013,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,307,20.9,32.9,13.5,01Jan2023-31Dec2023,Worse than Expected,1,68,226.7,341.8,157.8,01Jan2023-31Dec2023,As Expected,1,87,31,45.9,19.2,01Jan2023-31Dec2023,As Expected,1,20,42.4,191.3,13.3,01Jan2020-31Dec2022,As Expected,1,35,1.8,4.2,0.58,As Expected,1,55,13.7,39.7,3.7,01Jan2023-31Dec2023,As Expected,1,24,1.26,2.54,0.65,01Jan2022-31Dec2023,As Expected,1,38,0.65,1.85,0.13,01Jan2020-31Dec2022,Better than Expected,1,32,3.27,6.45,1.41,01Jan2023-31Dec2023,As Expected,1,1.14,2.53,0.42,As Expected,1,50,47.3,73.2,19.6,01APR2024-30JUN2024,1,6,1,44,380,98,1,24,200,93,259,0,,,259,0,,,27,1,0,1,11,1,69,625,0,1,71,651,13,39,26,17,6,1,50,437,26,259,0,,,existing,"1837 West McIntosh Road, GRIFFIN, GA 30223",33.27403,-84.30234,13255160500
112866,6,DaVita Turner Hill Dialysis,01Jan2020-31Dec2023,3,1,7301 STONECREST CONCOURSE,STE 101,LITHONIA,GA,30038,DeKalb,(770) 484-8475,Profit,Yes,DaVita,No,20,Yes,Yes,Yes,02MAY2013,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,366,21.2,39.1,11.6,01Jan2023-31Dec2023,As Expected,1,87,90.3,169.2,52.6,01Jan2023-31Dec2023,Better than Expected,1,42,8.6,24.5,1.7,01Jan2023-31Dec2023,As Expected,1,31,28.6,109.9,10.1,01Jan2020-31Dec2022,Not Available,199,15,,,,As Expected,1,98,14.8,31.7,6.1,01Jan2023-31Dec2023,As Expected,1,37,0.7,1.67,0.32,01Jan2022-31Dec2023,As Expected,1,32,0.82,2.26,0.17,01Jan2020-31Dec2022,As Expected,1,33,0.98,2.88,0.2,01Jan2023-31Dec2023,Better than Expected,1,0,0.37,,As Expected,1,98,53.3,73.7,31.4,01APR2024-30JUN2024,1,1,1,85,835,100,199,8,58,,259,0,,,259,0,,,13,1,4,1,24,1,104,992,1,1,108,999,5,16,26,32,20,1,98,948,9,259,0,,,existing,"7301 STONECREST CONCOURSE, LITHONIA, GA 30038",33.695292,-84.092696,13089023440
112867,6,DaVita West Hiram Dialysis,01Jan2020-31Dec2023,3,1,76 Highland Pavilion Court,STE 129,HIRAM,GA,30141,Paulding,(678) 384-1180,Profit,Yes,DaVita,No,13,Yes,Yes,Yes,14MAY2013,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,254,16.3,28.9,9.2,01Jan2023-31Dec2023,As Expected,1,58,144.7,243.8,93.6,01Jan2023-31Dec2023,As Expected,1,45,26.2,46,12.1,01Jan2023-31Dec2023,Worse than Expected,1,20,82.7,214.3,39.8,01Jan2020-31Dec2022,Not Available,199,14,,,,As Expected,1,68,24.2,48.1,9.9,01Jan2023-31Dec2023,As Expected,1,23,0.89,1.97,0.42,01Jan2022-31Dec2023,As Expected,1,36,1.12,2.43,0.37,01Jan2020-31Dec2022,As Expected,1,16,1.52,5.51,0.18,01Jan2023-31Dec2023,Better than Expected,1,0,0.83,,As Expected,1,57,55.4,79.5,29.6,01APR2024-30JUN2024,1,0,1,40,317,100,1,22,176,89,259,0,,,259,0,,,,199,,199,9,1,73,626,2,1,73,637,10,31,32,19,9,1,57,446,18,259,0,,,existing,"76 Highland Pavilion Court, HIRAM, GA 30141",33.89975,-84.770937,13223120507
112868,6,FRESENIUS KIDNEY CARE ETOWAH,01Jan2020-31Dec2023,,260,200 Gentilly Boulevard,,CARTERSVILLE,GA,30120,Bartow,(470) 490-8028,Profit,Yes,Fresenius Medical Care,No,0,No,Yes,Yes,12MAR2018,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,99,26.7,50.3,12.4,01Jan2023-31Dec2023,Worse than Expected,1,25,301.7,526.4,186.6,01Jan2023-31Dec2023,As Expected,1,24,29.1,50.1,12.4,01Jan2023-31Dec2023,Not Available,199,7,,,,01Jan2020-31Dec2022,Not Available,199,8,,,,As Expected,1,29,6.3,70.1,0.2,01Jan2023-31Dec2023,As Expected,1,13,1.06,3.23,0.37,01Jan2022-31Dec2023,As Expected,1,22,0.26,1.32,0.01,01Jan2020-31Dec2022,Not Available,201,0,,,,01Jan2023-31Dec2023,Not Available,201,,,,Not Available,199,6,,,,01APR2024-30JUN2024,1,0,201,0,,,1,20,138,92,259,0,,,259,0,,,,199,,199,2,1,26,166,1,1,27,175,13,18,18,29,22,199,6,30,,259,0,,,existing,"200 Gentilly Boulevard, CARTERSVILLE, GA 30120",34.185362,-84.791564,13015960701
112869,6,DaVita Columbus Home Training (PD/HHD),01Jan2020-31Dec2023,2,1,1200 BROOKSTONE CENTRE PARKWAY,Suite 111,COLUMBUS,GA,31904,Muscogee,(706) 322-2935,Profit,Yes,DaVita,No,4,No,Yes,Yes,06JUN2013,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,Worse than Expected,1,267,42.7,65.1,27.3,01Jan2023-31Dec2023,As Expected,1,64,98.8,189.6,57.3,01Jan2023-31Dec2023,As Expected,1,25,28.3,58,10.1,01Jan2023-31Dec2023,Worse than Expected,1,26,76.6,198.6,36.8,01Jan2020-31Dec2022,As Expected,1,36,1.89,4.12,0.7,As Expected,1,78,22.3,43.1,9.8,01Jan2023-31Dec2023,As Expected,1,29,1.22,2.49,0.62,01Jan2022-31Dec2023,As Expected,1,25,2.01,3.73,0.74,01Jan2020-31Dec2022,Not Available,201,0,,,,01Jan2023-31Dec2023,Not Available,201,,,,As Expected,1,20,41.8,82,0,01APR2024-30JUN2024,1,0,199,1,5,,1,61,528,99,259,0,,,259,0,,,38,1,0,1,13,1,80,716,0,1,85,758,7,24,27,27,16,1,20,183,28,259,0,,,existing,"1200 BROOKSTONE CENTRE PARKWAY, COLUMBUS, GA 31904",32.537154,-84.976275,13215010303
112870,6,DaVita Mcfarland Dialysis,01Jan2020-31Dec2023,4,1,6225 Atlanta Highway,Suite 117,ALPHARETTA,GA,30004,Fulton,(770) 569-1275,Profit,Yes,DaVita,No,12,Yes,Yes,Yes,25JUN2013,01JUL2023-30JUN2024,01JUL2023-30JUN2024,01Jan2020-31Dec2023,As Expected,1,227,25.5,39.6,16,01Jan2023-31Dec2023,As Expected,1,62,122.6,219.7,75.3,01Jan2023-31Dec2023,As Expected,1,29,23.2,45.2,8.6,01Jan2023-31Dec2023,As Expected,1,33,7.3,148.5,0.7,01Jan2020-31Dec2022,Not Available,199,19,,,,As Expected,1,60,27.3,54.5,10.5,01Jan2023-31Dec2023,As Expected,1,38,0.95,2.28,0.44,01Jan2022-31Dec2023,As Expected,1,24,1.13,3.3,0.19,01Jan2020-31Dec2022,As Expected,1,33,2.43,5.29,0.89,01Jan2023-31Dec2023,Better than Expected,1,0,0.58,,As Expected,1,57,73.1,91.5,53.4,01APR2024-30JUN2024,1,0,1,47,385,100,1,24,156,98,259,0,,,259,0,,,17,1,0,1,24,1,74,587,2,1,77,614,4,20,30,29,18,1,57,449,11,259,0,,,existing,"6225 Atlanta Highway, ALPHARETTA, GA 30004",34.13126,-84.25095,13117130601
